policy,reference,run_id,repeat,fold,budget,jaccard,first_path_divergence_budget
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r139_f03,139,3,40,0.6,9.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r139_f03,139,3,80,0.8604651162790697,9.0
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r139_f03,139,3,24,1.0,
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r139_f03,139,3,32,1.0,
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r139_f03,139,3,40,1.0,
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r139_f03,139,3,80,1.0,
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r139_f03,139,3,24,0.02127659574468085,1.0
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r139_f03,139,3,32,0.015873015873015872,1.0
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r139_f03,139,3,40,0.03896103896103896,1.0
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r139_f03,139,3,80,0.5841584158415841,1.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r139_f03,139,3,24,0.7142857142857143,9.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r139_f03,139,3,32,0.8285714285714286,9.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r139_f03,139,3,40,0.9512195121951219,9.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r139_f03,139,3,80,1.0,9.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r139_f03,139,3,24,0.11627906976744186,1.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r139_f03,139,3,32,0.2549019607843137,1.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r139_f03,139,3,40,0.3559322033898305,1.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r139_f03,139,3,80,0.7777777777777778,1.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r139_f04,139,4,24,0.5,9.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r139_f04,139,4,32,0.4883720930232558,9.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r139_f04,139,4,40,0.45454545454545453,9.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r139_f04,139,4,80,0.7777777777777778,9.0
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r139_f04,139,4,24,1.0,
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r139_f04,139,4,32,1.0,
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r139_f04,139,4,40,1.0,
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r139_f04,139,4,80,1.0,
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r139_f04,139,4,24,0.37142857142857144,1.0
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r139_f04,139,4,32,0.4883720930232558,1.0
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r139_f04,139,4,40,0.6,1.0
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r139_f04,139,4,80,0.8390804597701149,1.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r139_f04,139,4,24,0.2631578947368421,9.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r139_f04,139,4,32,0.23076923076923078,9.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r139_f04,139,4,40,0.3793103448275862,9.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r139_f04,139,4,80,0.9047619047619048,9.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r139_f04,139,4,24,0.37142857142857144,1.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r139_f04,139,4,32,0.45454545454545453,1.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r139_f04,139,4,40,0.45454545454545453,1.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r139_f04,139,4,80,0.8390804597701149,1.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r139_f05,139,5,24,0.5,9.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r139_f05,139,5,32,0.6,9.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r139_f05,139,5,40,0.6666666666666666,9.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r139_f05,139,5,80,0.8823529411764706,9.0
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r139_f05,139,5,24,1.0,
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r139_f05,139,5,32,1.0,
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r139_f05,139,5,40,1.0,
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r139_f05,139,5,80,1.0,
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r139_f05,139,5,24,0.02127659574468085,1.0
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r139_f05,139,5,32,0.03225806451612903,1.0
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r139_f05,139,5,40,0.1267605633802817,1.0
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r139_f05,139,5,80,0.6326530612244898,1.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r139_f05,139,5,24,0.4117647058823529,9.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r139_f05,139,5,32,0.6842105263157895,9.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r139_f05,139,5,40,0.8181818181818182,9.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r139_f05,139,5,80,1.0,9.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r139_f05,139,5,24,0.3333333333333333,1.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r139_f05,139,5,32,0.5609756097560976,1.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r139_f05,139,5,40,0.6666666666666666,1.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r139_f05,139,5,80,0.8390804597701149,1.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r140_f01,140,1,24,0.23076923076923078,9.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r140_f01,140,1,32,0.20754716981132076,9.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r140_f01,140,1,40,0.3333333333333333,9.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r140_f01,140,1,80,0.7777777777777778,9.0
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r140_f01,140,1,24,1.0,
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r140_f01,140,1,32,1.0,
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r140_f01,140,1,40,1.0,
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r140_f01,140,1,80,1.0,
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r140_f01,140,1,24,0.043478260869565216,1.0
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r140_f01,140,1,32,0.12280701754385964,1.0
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r140_f01,140,1,40,0.3793103448275862,1.0
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r140_f01,140,1,80,0.8390804597701149,1.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r140_f01,140,1,24,0.4117647058823529,9.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r140_f01,140,1,32,0.6410256410256411,9.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r140_f01,140,1,40,0.8181818181818182,9.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r140_f01,140,1,80,0.9512195121951219,9.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r140_f01,140,1,24,0.14285714285714285,1.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r140_f01,140,1,32,0.4222222222222222,1.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r140_f01,140,1,40,0.6,1.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r140_f01,140,1,80,0.8390804597701149,1.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r140_f02,140,2,24,0.5483870967741935,9.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r140_f02,140,2,32,0.5238095238095238,9.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r140_f02,140,2,40,0.6666666666666666,9.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r140_f02,140,2,80,0.8604651162790697,9.0
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r140_f02,140,2,24,1.0,
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r140_f02,140,2,32,1.0,
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r140_f02,140,2,40,1.0,
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r140_f02,140,2,80,1.0,
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r140_f02,140,2,24,0.02127659574468085,1.0
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r140_f02,140,2,32,0.0847457627118644,1.0
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r140_f02,140,2,40,0.21212121212121213,1.0
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r140_f02,140,2,80,0.6842105263157895,1.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r140_f02,140,2,24,0.8461538461538461,9.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r140_f02,140,2,32,0.8823529411764706,9.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r140_f02,140,2,40,0.9512195121951219,9.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r140_f02,140,2,80,1.0,9.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r140_f02,140,2,24,0.6,1.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r140_f02,140,2,32,0.6,1.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r140_f02,140,2,40,0.6666666666666666,1.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r140_f02,140,2,80,0.8823529411764706,1.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r140_f03,140,3,24,0.2631578947368421,9.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r140_f03,140,3,32,0.3617021276595745,9.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r140_f03,140,3,40,0.45454545454545453,9.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r140_f03,140,3,80,0.8823529411764706,9.0
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r140_f03,140,3,24,1.0,
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r140_f03,140,3,32,1.0,
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r140_f03,140,3,40,1.0,
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r140_f03,140,3,80,1.0,
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r140_f03,140,3,24,0.2972972972972973,1.0
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r140_f03,140,3,32,0.391304347826087,1.0
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r140_f03,140,3,40,0.5384615384615384,1.0
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r140_f03,140,3,80,0.8181818181818182,1.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r140_f03,140,3,24,0.45454545454545453,9.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r140_f03,140,3,32,0.5238095238095238,9.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r140_f03,140,3,40,0.6666666666666666,9.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r140_f03,140,3,80,0.9753086419753086,9.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r140_f03,140,3,24,0.2,1.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r140_f03,140,3,32,0.391304347826087,1.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r140_f03,140,3,40,0.5686274509803921,1.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r140_f03,140,3,80,0.8181818181818182,1.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r140_f04,140,4,24,0.23076923076923078,9.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r140_f04,140,4,32,0.23076923076923078,9.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r140_f04,140,4,40,0.2903225806451613,9.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r140_f04,140,4,80,0.797752808988764,9.0
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r140_f04,140,4,24,1.0,
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r140_f04,140,4,32,1.0,
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r140_f04,140,4,40,1.0,
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r140_f04,140,4,80,1.0,
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r140_f04,140,4,24,0.06666666666666667,1.0
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r140_f04,140,4,32,0.06666666666666667,1.0
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r140_f04,140,4,40,0.15942028985507245,1.0
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r140_f04,140,4,80,0.6326530612244898,1.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r140_f04,140,4,24,0.7777777777777778,9.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r140_f04,140,4,32,0.6842105263157895,9.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r140_f04,140,4,40,0.6666666666666666,9.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r140_f04,140,4,80,0.927710843373494,9.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r140_f04,140,4,24,0.02127659574468085,1.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r140_f04,140,4,32,0.10344827586206896,1.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r140_f04,140,4,40,0.21212121212121213,1.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r140_f04,140,4,80,0.6326530612244898,1.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r140_f05,140,5,24,0.5483870967741935,9.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r140_f05,140,5,32,0.6,9.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r140_f05,140,5,40,0.6,9.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r140_f05,140,5,80,0.8604651162790697,9.0
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r140_f05,140,5,24,1.0,
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r140_f05,140,5,32,1.0,
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r140_f05,140,5,40,1.0,
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r140_f05,140,5,80,1.0,
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r140_f05,140,5,24,0.4117647058823529,1.0
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r140_f05,140,5,32,0.5609756097560976,1.0
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r140_f05,140,5,40,0.6,1.0
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r140_f05,140,5,80,0.8604651162790697,1.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r140_f05,140,5,24,0.5483870967741935,9.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r140_f05,140,5,32,0.7777777777777778,9.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r140_f05,140,5,40,0.9047619047619048,9.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r140_f05,140,5,80,0.9753086419753086,9.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r140_f05,140,5,24,0.2,1.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r140_f05,140,5,32,0.5609756097560976,1.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r140_f05,140,5,40,0.5686274509803921,1.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r140_f05,140,5,80,0.8604651162790697,1.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r141_f01,141,1,24,0.45454545454545453,9.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r141_f01,141,1,32,0.6,9.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r141_f01,141,1,40,0.6326530612244898,9.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r141_f01,141,1,80,0.8604651162790697,9.0
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r141_f01,141,1,24,1.0,
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r141_f01,141,1,32,1.0,
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r141_f01,141,1,40,1.0,
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r141_f01,141,1,80,1.0,
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r141_f01,141,1,24,0.5483870967741935,1.0
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r141_f01,141,1,32,0.6410256410256411,1.0
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r141_f01,141,1,40,0.7021276595744681,1.0
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r141_f01,141,1,80,0.9047619047619048,1.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r141_f01,141,1,24,0.6,9.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r141_f01,141,1,32,0.8823529411764706,9.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r141_f01,141,1,40,0.9512195121951219,9.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r141_f01,141,1,80,1.0,9.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r141_f01,141,1,24,0.5,1.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r141_f01,141,1,32,0.4883720930232558,1.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r141_f01,141,1,40,0.6666666666666666,1.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r141_f01,141,1,80,0.9047619047619048,1.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r141_f02,141,2,24,0.4117647058823529,9.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r141_f02,141,2,32,0.5238095238095238,9.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r141_f02,141,2,40,0.7021276595744681,9.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r141_f02,141,2,80,0.9047619047619048,9.0
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r141_f02,141,2,24,1.0,
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r141_f02,141,2,32,1.0,
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r141_f02,141,2,40,1.0,
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r141_f02,141,2,80,1.0,
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r141_f02,141,2,24,0.06666666666666667,1.0
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r141_f02,141,2,32,0.20754716981132076,1.0
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r141_f02,141,2,40,0.3114754098360656,1.0
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r141_f02,141,2,80,0.8390804597701149,1.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r141_f02,141,2,24,0.2,9.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r141_f02,141,2,32,0.14285714285714285,9.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r141_f02,141,2,40,0.21212121212121213,9.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r141_f02,141,2,80,0.7777777777777778,9.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r141_f02,141,2,24,0.2,1.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r141_f02,141,2,32,0.45454545454545453,1.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r141_f02,141,2,40,0.6326530612244898,1.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r141_f02,141,2,80,0.8181818181818182,1.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r141_f03,141,3,24,0.4117647058823529,9.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r141_f03,141,3,32,0.5609756097560976,9.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r141_f03,141,3,40,0.6666666666666666,9.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r141_f03,141,3,80,0.9047619047619048,9.0
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r141_f03,141,3,24,1.0,
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r141_f03,141,3,32,1.0,
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r141_f03,141,3,40,1.0,
P1_PHASE121_CANDIDATE_B,P1_PHASE121_CANDIDATE_B,w85__r141_f03,141,3,80,1.0,
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r141_f03,141,3,24,0.09090909090909091,1.0
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r141_f03,141,3,32,0.2549019607843137,1.0
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r141_f03,141,3,40,0.40350877192982454,1.0
P2_H_SEED_COVERAGE_B40,P1_PHASE121_CANDIDATE_B,w85__r141_f03,141,3,80,0.8823529411764706,1.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r141_f03,141,3,24,0.8461538461538461,9.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r141_f03,141,3,32,0.9393939393939394,9.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r141_f03,141,3,40,1.0,9.0
P3_EARLY8_RMBC_B40,P1_PHASE121_CANDIDATE_B,w85__r141_f03,141,3,80,1.0,9.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r141_f03,141,3,24,0.043478260869565216,1.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r141_f03,141,3,32,0.23076923076923078,1.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r141_f03,141,3,40,0.3793103448275862,1.0
P4_PG_RMBC_ADAPTIVE,P1_PHASE121_CANDIDATE_B,w85__r141_f03,141,3,80,0.7777777777777778,1.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r141_f04,141,4,24,0.45454545454545453,9.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r141_f04,141,4,32,0.5609756097560976,9.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r141_f04,141,4,40,0.6326530612244898,9.0
P0_M3_MARGIN_B16,P1_PHASE121_CANDIDATE_B,w85__r141_f04,141,4,80,0.8390804597701149,9.0
